DHID,MIDX,MIDY,MIDZ,LENGTH,FROM,TO,GEOCOD,FE,SIO2,AL2O3,P,MN,LOI,S,TIO2,MGO,CAO,ACDENS,ASS_TO,LOI425,LOI650,ORE
DD16BS4B0007,526176.185,7501405.902,564.709,1,5,6,435,63.07,5.22,1.19,0.071,0.03,3.23,0.019,0.02,0.02,0.03,-99,100.22,2.57,0.39,0
DD16BS4B0007,526176.19,7501405.909,563.709,1,6,7,435,62.2,5.56,1.24,0.098,0.03,3.73,0.022,0.01,0.04,0.03,-99,99.92,3.06,0.41,0
DD16BS4B0007,526176.195,7501405.916,562.709,1,7,8,435,61.34,6.06,1.48,0.167,0.09,4.23,0.02,0.03,0.03,0.05,-99,100.21,3.51,0.48,0
DD16BS4B0007,526176.199,7501405.922,561.709,1,8,9,435,62.27,3.7,1.47,0.218,0.09,5.03,0.021,0.03,0.02,0.03,-99,100.05,4.4,0.47,0
DD16BS4B0007,526176.204,7501405.929,560.709,1,9,10,435,59.31,5.41,3.66,0.176,0.09,5.44,0.019,0.06,0.04,0.03,-99,100.06,4.27,0.97,0
DD16BS4B0007,526176.209,7501405.936,559.709,1,10,11,435,53.49,8.03,5.96,0.19,0.06,8.87,0.026,0.08,0.05,0.04,-99,100.16,7.03,1.58,0
DD16BS4B0007,526176.213,7501405.943,558.709,1,11,12,435,56.53,7.72,4.57,0.178,0.1,5.74,0.016,0.17,0.09,0.09,-99,99.9,4.19,1.31,0
DD16BS4B0007,526176.218,7501405.95,557.709,1,12,13,435,60.17,3.6,2.48,0.218,0.13,6.64,0.075,0.06,0.04,0.05,-99,99.88,5.5,0.75,0
DD16BS4B0007,526176.222,7501405.956,556.709,1,13,14,435,60.54,3.02,2.64,0.165,0.12,6.98,0.07,0.05,0.08,0.03,-99,100.17,5.97,0.69,0
DD16BS4B0007,526176.227,7501405.963,555.709,1,14,15,402,58.26,4.84,4.63,0.15,0.09,6.54,0.019,0.07,0.14,0.04,-99,100.15,5.16,1.18,0
DD16BS4B0007,526176.233,7501405.971,554.709,1,15,16,402,59.54,4.26,3.66,0.147,0.1,6.17,0.013,0.03,0.14,0.06,-99,100.03,4.97,1.03,0
DD16BS4B0007,526176.239,7501405.979,553.709,1,16,17,402,65.07,1.39,0.88,0.099,0.03,4.17,0.008,0.01,0.06,0.02,-99,99.89,3.73,0.3,0
DD16BS4B0007,526176.245,7501405.987,552.709,1,17,18,402,62.15,3.39,2.71,0.104,0.03,4.36,0.012,0.01,0.05,0.03,-99,99.79,3.44,0.72,0
DD16BS4B0007,526176.252,7501405.995,551.709,1,18,19,402,64.64,2.28,1.68,0.092,0.02,3.21,0.007,0.01,0.05,0.02,-99,99.99,2.6,0.46,0
DD16BS4B0007,526176.258,7501406.003,550.709,1,19,20,402,64.82,1.85,1.32,0.086,0.03,3.73,0.013,0.005,0.06,0.02,-99,99.98,3.19,0.38,0
DD16BS4B0007,526176.265,7501406.011,549.709,1,20,21,402,65.14,1.69,0.93,0.062,0.03,4.02,0.008,0.01,0.04,0.02,-99,100.1,3.47,0.35,0
DD16BS4B0007,526176.271,7501406.019,548.709,1,21,22,402,56.68,5.53,4.21,0.173,0.07,8.18,0.029,0.13,0.1,0.06,-99,99.91,6.82,1.14,0
DD16BS4B0007,526176.278,7501406.027,547.709,1,22,23,402,65.49,1.3,0.64,0.101,0.04,4.24,0.01,0.01,0.03,0.03,-99,100.23,3.77,0.29,0
DD16BS4B0007,526176.284,7501406.035,546.709,1,23,24,402,65.89,1.25,0.74,0.094,0.03,3.55,0.01,0.01,0.03,0.02,-99,100.16,3.08,0.28,0
DD16BS4B0007,526176.291,7501406.043,545.709,1,24,25,402,65.21,1.6,1.18,0.103,0.11,3.27,0.012,0.01,0.02,0.02,-99,99.8,2.72,0.36,0
DD16BS4B0007,526176.297,7501406.052,544.709,1,25,26,402,65.56,1.14,0.7,0.145,0.25,3.48,0.011,0.01,0.03,0.03,-99,99.9,3.05,0.26,0
DD16BS4B0007,526176.304,7501406.063,543.709,1,26,27,402,62.63,2.79,2.14,0.148,0.17,4.61,0.011,0.04,0.02,0.02,-99,99.84,3.68,0.67,0
DD16BS4B0007,526176.311,7501406.073,542.71,1,27,28,402,57.52,4.95,4.19,0.208,0.14,7.51,0.014,0.14,0.02,0.02,-99,99.84,6.16,1.17,0
DD16BS4B0007,526176.318,7501406.084,541.71,1,28,29,402,66.12,1.05,0.62,0.132,0.19,3.22,0.006,0.01,0.03,0.03,-99,100.15,2.83,0.24,0
DD16BS4B0007,526176.325,7501406.094,540.71,1,29,30,402,64.88,1.28,0.81,0.165,0.13,4.55,0.007,0.01,0.04,0.03,-99,100.13,4.1,0.33,0
DD16BS4B0007,526176.332,7501406.105,539.71,1,30,31,402,64.24,2,1.2,0.153,0.16,4.25,0.007,0.01,0.04,0.04,-99,100.06,3.71,0.41,0
DD16BS4B0007,526176.339,7501406.115,538.71,1,31,32,402,63.83,2.61,2.05,0.117,0.11,3.45,0.006,0.01,0.04,0.02,-99,99.92,2.79,0.54,0
DD16BS4B0008,527001.324,7501599.81,575.965,1,8,9,435,52.34,12.23,4.92,0.09,0.04,7.06,0.052,0.07,0.04,0.07,-99,99.72,5.47,1.27,0
DD16BS4B0008,527001.325,7501599.807,574.965,1,9,10,435,60.91,2.61,1.4,0.09,0.05,8.2,0.039,0.01,0.02,0.03,-99,99.76,7.51,0.48,0
DD16BS4B0008,527001.326,7501599.805,573.965,1,10,11,435,61.21,3.24,1.71,0.084,0.03,6.95,0.036,0.01,0.03,0.04,-99,99.86,6.26,0.5,0
DD16BS4B0008,527001.327,7501599.802,572.965,1,11,12,435,61.19,4.25,2.01,0.063,0.02,6.02,0.022,0.01,0.04,0.03,-99,100.12,5.25,0.58,0
DD16BS4B0008,527001.327,7501599.799,571.965,1,12,13,435,62.35,3.74,1.48,0.08,0.03,5.33,0.02,0.01,0.04,0.05,-99,100.11,4.7,0.48,0
DD16BS4B0008,527001.328,7501599.797,570.965,1,13,14,435,63.3,2.06,0.9,0.122,0.02,6.25,0.016,0.01,0.03,0.05,-99,100.19,5.73,0.39,0
DD16BS4B0008,527001.329,7501599.794,569.965,1,14,15,435,64.61,1.71,0.73,0.091,0.02,5.05,0.015,0.005,0.02,0.03,-99,100.24,4.62,0.3,0
DD16BS4B0008,527001.332,7501599.79,568.966,1,15,16,435,64.15,1.53,0.63,0.1,0.03,5.91,0.018,0.005,0.03,0.03,-99,100.2,5.47,0.32,0
DD16BS4B0008,527001.338,7501599.785,567.966,1,16,17,435,63.04,2.56,1.37,0.085,0.02,5.52,0.021,0.005,0.04,0.06,-99,100.02,4.9,0.46,0
DD16BS4B0008,527001.344,7501599.779,566.966,1,17,18,435,65.07,0.83,0.49,0.101,0.02,5.1,0.023,0.005,0.03,0.02,-99,99.85,4.68,0.25,0
DD16BS4B0008,527001.35,7501599.774,565.966,1,18,19,402,58,3.62,3.67,0.217,0.05,8.64,0.053,0.15,0.09,0.06,-99,99.94,7.38,0.89,0
DD16BS4B0008,527001.356,7501599.769,564.966,1,19,20,402,63.66,1.38,0.85,0.107,0.02,6.08,0.027,0.005,0.03,0.02,-99,99.75,5.57,0.34,0
DD16BS4B0008,527001.362,7501599.763,563.966,1,20,21,402,65.09,1.19,0.73,0.123,0.02,4.69,0.021,0.01,0.03,0.01,-99,100.11,4.24,0.29,0
DD16BS4B0008,527001.368,7501599.758,562.966,1,21,22,402,66.35,0.99,0.63,0.098,0.02,3.29,0.021,0.01,0.02,0.01,-99,100.16,2.86,0.23,0
DD16BS4B0008,527001.374,7501599.753,561.966,1,22,23,402,65.74,0.84,0.48,0.144,0.02,4.44,0.019,0.005,0.02,0.01,-99,100.23,4.02,0.24,0
DD16BS4B0008,527001.38,7501599.747,560.966,1,23,24,402,65.15,0.99,0.43,0.154,0.02,4.98,0.02,0.005,0.01,0.01,-99,100.03,4.51,0.28,0
DD16BS4B0008,527001.386,7501599.742,559.966,1,24,25,402,60.2,4.64,3.4,0.137,0.02,5.43,0.038,0.09,0.02,0.005,-99,100.15,4.15,1,0
DD16BS4B0008,527001.397,7501599.738,558.966,1,25,26,402,50.34,10.25,8.18,0.151,0.02,8.77,0.089,0.24,0.05,0.02,-99,100.21,6.08,2.31,0
DD16BS4B0008,527001.412,7501599.736,557.966,1,26,27,402,65.2,1.27,0.75,0.124,0.02,4.52,0.033,0.01,0.02,0.02,-99,100.24,4.05,0.26,0
DD16BS4B0008,527001.427,7501599.734,556.966,1,27,28,402,64.57,1.65,0.85,0.089,0.01,4.79,0.043,0.01,0.02,0.005,-99,100.01,4.26,0.28,0
DD16BS4B0008,527001.442,7501599.731,555.966,1,28,29,402,64.38,1.31,0.82,0.121,0.01,5.13,0.033,0.01,0.03,0.02,-99,99.79,4.64,0.29,0
DD16BS4B0008,527001.457,7501599.729,554.966,1,29,30,402,64.22,1.58,1.05,0.094,0.01,5.09,0.029,0.01,0.02,0.01,-99,99.91,4.58,0.34,0
DD16BS4B0008,527001.472,7501599.727,553.966,1,30,31,402,65.49,1.04,0.54,0.094,0.01,4.68,0.021,0.01,0.02,0.005,-99,100.25,4.26,0.26,0
DD16BS4B0008,527001.487,7501599.725,552.967,1,31,32,402,65.17,1.24,0.8,0.108,0.01,4.48,0.036,0.01,0.01,0.005,-99,100.11,3.95,0.27,0
DD16BS4B0008,527001.502,7501599.723,551.967,1,32,33,402,65.43,0.77,0.49,0.13,0.01,4.97,0.02,0.01,0.01,0.005,-99,100.2,4.53,0.26,0
DD16BS4B0008,527001.517,7501599.72,550.967,1,33,34,402,65.52,0.99,0.56,0.1,0.01,4.41,0.023,0.01,0.01,0.005,-99,100,3.97,0.24,0
DD16BS4B0008,527001.532,7501599.718,549.967,1,34,35,402,64.7,0.93,0.54,0.164,0.01,5.46,0.021,0.01,0.01,0.005,-99,99.93,5,0.28,0
DD16BS4B0008,527001.547,7501599.715,548.967,1,35,36,402,56.37,4.42,3.87,0.241,0.02,10.16,0.126,0.13,0.05,0.02,-99,100.25,8.7,0.98,0
DD16BS4B0008,527001.563,7501599.711,547.967,1,36,37,402,46.86,11.66,9.78,0.14,0.01,10.49,0.07,0.25,0.05,0.02,-99,99.86,7.36,2.71,0
DD16BS4B0008,527001.579,7501599.707,546.967,1,37,38,402,57.56,4.58,3.45,0.269,0.03,8.67,0.04,0.07,0.04,0.02,-99,99.93,7.45,0.98,0
DD16BS4B0008,527001.595,7501599.703,545.967,1,38,39,402,64.68,1.07,0.6,0.154,0.02,5.65,0.013,0.01,0.02,0.01,-99,100.28,5.16,0.31,0
DD16BS4B0008,527001.611,7501599.699,544.968,1,39,40,402,63.86,2.03,1.56,0.09,0.01,4.68,0.008,0.01,0.03,0.01,-99,99.89,4,0.45,0
DD16BS4B0008,527001.627,7501599.694,543.968,1,40,41,402,64.3,2.39,1.58,0.063,0.01,3.55,0.007,0.01,0.04,0.01,-99,99.72,2.88,0.49,0
DD16BS4B0008,527001.643,7501599.69,542.968,1,41,42,402,65.48,2.21,0.77,0.066,0.02,2.91,0.006,0.01,0.04,0.01,-99,99.8,2.48,0.26,0
